Destination,Budget,Type of Vacation,No. of Days,Range,Season,Mode of Transport,No. of Members,Company
Auroville,28000,Utopian Township,3,Domestic,Winter,Train,3
Kasol,20000,Offbeat Hill Town,3,Domestic,Summer,Train,4
Malampuzha,22000,Hill Garden,3,Domestic,Monsoon,Train,3
Yumthang,30000,Valley of Flowers ,4,Domestic,Summer,Train,3 
Ziro,27000,Tribal,3,Domestic,Summer,Flight,3
Majuli,23000,World's Largest River Island,3,Domestic,Monsoon,Flight,3
Kutch,33000,Salt Desert,4,Domestic,Winter,Train,3 
Halebidu,18000,Temple Town,2,Domestic,Summer,Train,2
Saputara,21000,Hill Station,3,Domestic,Monsoon,Train,3  
Pachmarhi,24000,Cave Paintings,3,Domestic,Summer,Train,3
Kumarakom,30000,Backwater Resort,4,Domestic,Monsoon,Flight,3
Mararikulam ,32000,Hammock Beach,4,Domestic,Summer,Flight,3
Munnar,3500,Tea Gardens,4,Domestic,Summer,Flight,3
Thekkady,25000,Wildlife,3,Domestic,Summer,Flight,3 
Bekal,19000,Seaside Fort,2,Domestic,Summer,Train,3
Gopalpur,18000,Palm-fringed Beach,2,Domestic,Summer,Train,3
Puri,20000,Sea Beach,3,Domestic,Winter,Train,3  
Murudeshwar,22000,Giant Statue,3,Domestic,Winter,Train,4
Gokarna,21000,Spiritual Beach,3,Domestic,Summer,Train,3
Kovalam,25000,Palm Beach,3,Domestic,Summer,Flight,3
Varkala,20000,Cliff Resort,3,Domestic,Summer,Train,3
Alleppey,30000,Backwater Cruise,4,Domestic,Monsoon,Train,3  
Kumarakom,32000,Lake Resort,4,Domestic,Monsoon,Train,3  
Cochin,28000,Historical City,3,Domestic,Winter,Flight,3
Kabini,24000,Jungle Safari,3,Domestic,Summer,Flight,3 
Bhimtal,22000,Lake Town,3,Domestic,Summer,Train,3
Tosh,18000,Hippie Village,2,Domestic,Summer,Train,4  
Chopta,16000,Offbeat,2,Domestic,Summer,Train,3
Lohagad Fort,15000,Monsoon Trek,2,Domestic,Monsoon,Train,3
Panchgani,22000,Strawberry Town,3,Domestic,Monsoon,Train,3
Malshej Ghat,15000,Waterfall,2,Domestic,Monsoon,Train,4
Kaas Plateau,18000,Meadow Flowers,2,Domestic,Monsoon,Train,3  
Igatpuri,17000,Meditation,2,Domestic,Monsoon,Train,3
Kemmanagundi,19000,Hill Town,2,Domestic,Monsoon,Train,3  
Yelagiri,14000,Offbeat,2,Domestic,Monsoon,Train,3
Kodaikanal,24000,Princess of Hills ,3,Domestic,Summer,Train,3
Yercaud,20000,Coffee Plantations,3,Domestic,Summer,Train,3 
Coonoor,22000,Tea Gardens,3,Domestic,Summer,Train,3  
Khandala,18000,Roadside Hill Station,2,Domestic,Monsoon,Train,3
Mahabaleshwar,25000,Summer Hill Town,3,Domestic,Summer,Train,3  
Lansdowne,20000,Offbeat,3,Domestic,Summer,Train,3
Tirthan Valley,18000,Adventure,2,Domestic,Summer,Train,4  
Chopta,16000,Trekking,2,Domestic,Summer,Train,3
Valley of Flowers,25000,Meadow Trek,3,Domestic,Summer,Train,3 
Rishikesh,18000,River Rafting,2,Domestic,Summer,Train,4  
Bir Billing,15000,Paragliding,2,Domestic,Summer,Train,3
Malana,20000,Ancient Village,3,Domestic,Summer,Train,3 
Kheerganga,15000,Trekking,2,Domestic,Summer,Train,3
Kasol,16000,Offbeat,2,Domestic,Summer,Train,3 
Tosh,15000,Trek to Village,2,Domestic,Summer,Train,4
Mcleodganj,18000,Tibetan Culture,2,Domestic,Summer,Train,3  
Manali,22000,Adventure Hub,3,Domestic,Summer,Train,4  
Kufri,18000,Snowy Slopes,2,Domestic,Winter,Train,3
Nainital,20000,Lake District,3,Domestic,Summer,Train,3
Mussoorie,22000,Colonial Hill Town,3,Domestic,Summer,Train,3
Darjeeling,25000,Toy Train,3,Domestic,Spring,Train,3  
Gangtok,27000,Alpine Town,3,Domestic,Spring,Flight,3  
Shimla,24000,Heritage Town,3,Domestic,Summer,Train,3
Mount Abu,22500,Hill Town,3,Domestic,Summer,Train,3
Munnar,30000,Spice Garden,4,Domestic,Summer,Flight,3  
Thekkady,22000,Wildlife,3,Domestic,Summer,Flight,3
Yumthang Valley,27000,Rhododendron Park,3,Domestic,Summer,Flight,3  
Ziro Valley,25000,Tribal Village,3,Domestic,Summer,Flight,4
Majuli,20000,River Island,3,Domestic,Monsoon,Flight,3
Great Himalayan Park,22000,Alpine Meadows,3,Domestic,Summer,Flight,3
Dandeli,23000,River Rafting ,3,Domestic,Monsoon,Flight,4
Pachmarhi,21000,Cave Paintings,3,Domestic,Summer,Flight,3 
Khajjiar,19000,Mini Switzerland,2,Domestic,Summer,Flight,3
Lansdowne,18000,Garhwal Town,2,Domestic,Summer,Train,3
Mcleodganj,19000,Tibetan Town,2,Domestic,Summer,Train,3
Kausani,17000,Himalayan Foothills,2,Domestic,Summer,Train,3
Chaukori,18000,Offbeat,2,Domestic,Summer,Train,3
Pune,24000,Cultural,3,Domestic,Monsoon,Road,3  
Lucknow,22000,Cultural,3,Domestic,Winter,Train,3
Kolhapur,20000,Devotional,2,Domestic,Monsoon,Train,3
Nashik,25000,Enjoy,3,Domestic,Winter,Road,3 
Lepakshi,15000,Cultural,2,Domestic,Summer,Road,2
Hampi,22000,Cultural,3,Domestic,Winter,Train,3
Gokarna,20000,Relaxation,3,Domestic,Summer,Train,3  
Bekal,18000,Romantic,2,Domestic,Summer,Train,3  
Bundi,21000,Informational,2,Domestic,Winter,Train,3
Mandu,24000,Romantic,3,Domestic,Monsoon,Train,3  
Shekhavati,25000,Cultural,2,Domestic,Winter,Train,3 
Khajuraho Temples,22000,Cultural,3,Domestic,Summer,Flight,3 
Bhimbetka Caves,17000,Informational,2,Domestic,Monsoon,Train,3  
Horsley Hills,21000,Relaxation,3,Domestic,Summer,Train,3
Yelagiri,16000,Adventure,2,Domestic,Monsoon,Train,3   
Lakshadweep,40000,Relaxation,5,Domestic,Winter,Flight,4
Neil Island,35000, Romantic,4,Domestic,Winter,Flight,3    
Rameswaram,24000,Devotional,3,Domestic,Winter,Train,3
Dwarka,28000,Devotional,4,Domestic,Winter,Flight,3
Gokarna,22000,Spiritual Beach,3,Domestic,Summer,Train,3  
Mcleodganj,24000,Spiritual,3,Domestic,Summer,Train,3   
Auroville,28000,Cultural,3,Domestic,Winter,Train,3
Kasol,20000,Adventure,3,Domestic,Summer,Train,4 
Malampuzha,22000,Enjoy,3,Domestic,Monsoon,Train,3
Yumthang,30000,Enjoy,4,Domestic,Summer,Train,3  
Ziro,27000,Cultural,3,Domestic,Summer,Flight,3
Majuli,23000,Cultural,3,Domestic,Monsoon,Flight,3 
Kutch,33000,Cultural,4,Domestic,Winter,Train,3  
Halebidu,18000,Cultural,2,Domestic,Summer,Train,2
Saputara,21000,Relaxation,3,Domestic,Monsoon,Train,3   
Pachmarhi,24000,Informational,3,Domestic,Summer,Train,3
Kumarakom,30000,Relaxation,4,Domestic,Monsoon,Flight,3   
Mararikulam ,32000,Relaxation,4,Domestic,Summer,Flight,3 
Munnar,35000,Relaxation,4,Domestic,Summer,Flight,3
Thekkady,25000,Adventure,3,Domestic,Summer,Flight,3  
Bekal,19000,Romantic,2,Domestic,Summer,Train,3
